id;workspace_id;opportunity_id;task_id;deal_room_id;actor_type;actor_id;event_type;event_description;payload;compute_credits;action_credits;outcome_credits;attribution_tags;attribution_weight;value_category;requires_xodiak_log;xodiak_anchor_status;event_hash;xodiak_tx_hash;merkle_batch_id;created_at;anchored_at
39c098fe-bb05-4cbe-98c4-dee6d6a8664f;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-16 05:55:36.025715+00;
6ae11a6c-a0d1-4da0-9962-a04de7597242;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-16 05:57:32.370849+00;
cf91b398-3fb7-4c3d-a2f5-fcd566694553;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-16 06:43:44.103224+00;
bfe7b830-bcef-4c0f-86cd-fc749f002672;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-16 06:44:57.796302+00;
b78eb321-bc7f-4b7f-8ed8-5036c01ccef1;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-16 06:46:24.147137+00;
0cda4ca8-9f4f-4011-a58e-e6d234e01492;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-16 06:50:38.162214+00;
1b64482c-d572-45f8-82fe-12fc7800043f;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-16 06:52:05.289138+00;
3d420a3c-eb18-4fd7-a2dc-4b1deea27bda;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-16 07:09:42.841036+00;
78151143-1d12-443c-9f56-b3440918121a;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-16 07:12:42.58648+00;
ef08d6aa-5304-49cb-83db-64ab4c287852;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-16 07:49:08.849489+00;
7880eb83-b9ba-41f6-9a57-94441b6c8a03;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-16 07:52:47.64768+00;
