id;module_name;feature_name;page_path;component_path;edge_function;database_tables;status;issues;notes;priority;estimated_hours;completed_at;last_audited_at;created_at;updated_at
ca0051c4-c379-49a2-a871-65dd56444457;trueodds;Explore;/true-odds/explore;src/pages/TrueOddsExplore.tsx;;;mock_only;"[""Static game data""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
94882161-7188-4492-bcd7-250f320b8aad;trueodds;My Picks;/true-odds/picks;src/pages/TrueOddsMyPicks.tsx;;;partial;"[""CRUD works but no odds API""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
587d77b4-5e1b-4d42-b99d-838f5bbc4324;trueodds;Player Research;/true-odds/players;src/pages/TrueOddsPlayerResearch.tsx;;;mock_only;"[""No real player stats API""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
c3994c97-4260-432f-a42c-ac181788d977;trueodds;Parlay Builder;;src/components/ParlayDrawer.tsx;;;partial;"[""UI works but calculations mock""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
9380ec82-f52c-49cf-a673-82a02e36860f;broadcast;Feed;/broadcast;src/components/broadcast/BroadcastFeed.tsx;;;complete;[];;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
46d3381b-622a-4f32-99df-1bb5647ec043;broadcast;Player;;src/components/broadcast/BroadcastPlayer.tsx;;;partial;"[""Audio player works, no streaming""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
fca8909b-1813-4ce6-b338-1b4a2a327bec;broadcast;Achievement Cards;;src/components/broadcast/AchievementCard.tsx;;;complete;[];;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
bf31002b-38e0-4c81-8786-842fbdba8054;broadcast;Q&A;;src/components/broadcast/BroadcastQA.tsx;;;partial;"[""Submit works, AI response limited""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
eb9ecb5f-8c82-4a2b-a620-55125a05aa06;social;Platform Connect;/social;src/components/social/ConnectAccountDialog.tsx;;;mock_only;"[""No real OAuth for social platforms""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
29add679-b895-4caa-a531-08de37ff83cf;social;Post Scheduler;;src/components/social/PostScheduler.tsx;;;mock_only;"[""Schedules but does not post""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
f62034ff-3ef7-413d-8d82-e1d42c4d266d;social;Analytics;;src/components/social/SocialAnalytics.tsx;;;mock_only;"[""Static chart data""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
096d0089-cc21-41de-8911-984c5b163391;fleet;Dashboard;/fleet-intelligence;src/pages/FleetIntelligence.tsx;;;partial;"[""Basic CRUD works""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
807671b2-e426-44e0-8dde-94bc09c719b2;fleet;Work Orders;;src/components/fleet/FleetWorkOrdersPanel.tsx;;;partial;"[""CRUD works, assignment partial""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
c01b73a5-b143-4877-9af1-05cf02f64283;fleet;Data Intake;;src/components/fleet/FleetDataIntakePanel.tsx;;;partial;"[""Form works, processing limited""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
f33e7054-b4aa-480c-9180-8cac10c42c77;fleet;Partners;;src/components/fleet/FleetPartnersPanel.tsx;;;complete;[];;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
e49a2517-9163-44e2-84e4-c9d2b07582a0;directory;Business Directory;/directory;src/pages/Directory.tsx;;;complete;[];;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
a7c59967-04d6-4ac3-818d-4e1e4f7e98c8;directory;Business Discovery;;supabase/functions/system-discover;;;partial;"[""AI enrichment partial""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
ba078251-1f1b-40ea-8855-77cb56633f68;tools;Tools Catalog;/tools;src/pages/Tools.tsx;;;complete;[];Large catalog page;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
1d8f13d4-483b-4e41-90aa-8213498fd3f3;tools;Tool Installation;/tools;src/pages/Tools.tsx;;;mock_only;"[""Install button but no real activation""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
2f1800bd-17e8-405d-8a14-604cc2efa165;app_store;App Catalog;/app-store;src/pages/AppStore.tsx;;;complete;[];;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
9649d24d-de14-4a16-911c-d1ea133a80e4;app_store;App Licensing;;src/pages/AppStore.tsx;;;partial;"[""License purchase works but validation weak""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
2ff32092-2424-48cc-9dce-1cf40630d2fd;app_store;My Apps;/my-apps;src/pages/MyApps.tsx;;;partial;"[""Shows licenses but no app launch""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
bcd138ee-da3f-4b23-9cbb-29344c8928d1;admin;Admin Panel;/admin;src/pages/AdminPanel.tsx;;;complete;[];;1;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
9dd4dba2-1a66-4b06-a52d-adf8e7210ba5;admin;User Management;/user-management;src/pages/UserManagement.tsx;;;complete;[];;1;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
fe35da58-2140-43cf-a292-decaa88ec63d;admin;Permission Manager;;src/components/PermissionManager.tsx;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
8348583d-e641-47ae-8cef-0ed08232a734;admin;MCP Admin;/mcp-admin;src/pages/MCPAdmin.tsx;;;mock_only;"[""UI only, no MCP integration""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
